sen_a,sen_b,label
难道我不想听你吹牛逼吗,吹个牛逼给我听听,1
七月你好,hello七月,1
请问OPPO的充电提示音怎么弄,OPPO怎么弄充电提示音,1
来唱首歌,来一首摇滚歌曲,0
小米在吗,小小你在吗,0
那我们开始玩吧,我们开始了,0
啤酒还有挺多功能呢,功能挺多的,0
我快过生日了,"小影,我明天过生日",0
oppoa5到实体店换个屏幕多少钱,oppo15梦境版电池多少,0
你能不哭吗,你为什么不哭,0
跟你说点啥,跟你聊啥,1
我不知道怎么办,我不知该如何是好,1
王嘉尔的歌,你会唱什么歌,0
给老唐打电话,给580打电话,0
闹钟响了,设置闹钟3点40,0
这都不知道,想不太知道的,0
我老师有什么特殊的服务,你有什么特殊的服务,0
我这就去补瞌睡觉喽,我瞌睡来,0
我媳妇生气了,他爸爸媳妇生气了,0
感觉累死了啊,哎哟累死了,1
有没有电台呀,你有没有感情,0
你猜我有没有恋爱,你猜我有喜欢的人吗,0
Reno4 PRO耳机接口,Reno4 Pro的耳机接口,1
是这个故事,宝宝巴士讲故事,0
我的手机可以设置充电提示音吗,我的手机可以弄充电提示音吗,1
告诉我你对我有什么意见,你是不是对我有意见,1
因为我想他了,因为你他觉了,0
学习数学是你的特长吗,你数学好不好,1
怎么重新注册账号,如何注册账号,1
你是不是82年出生的,二零零四年出生,0
来首歌吧唱首歌,来首歌吧,1
小爱我想你了,小爱我天天想你,1
输入法设置,调整输入法设置,1
你跟我说好不好,你跟我睡觉好不好,0
快点给我发个红包呀,半夜十二点给我发红包然后给谁,0
这个世界上最帅的人是谁,我拿着一把刀问你谁是这个世界上最好看的人,0
我不要改变,我不改变,1
55乘55,180减九十,0
喂你名字叫什么,喂你叫啥,1
oppofind7配件价格,OPPOA7x的原价,0
那我要你有什么用,还有个什么,0
我们可以在一起吗,我们可以做朋友吗,0
山东在哪里,去南昌,0
快点出来我请你吃饭,出来我请你吃饭,1
我和你情投意合,我和你心连心,1
打开我的微信,微信打开我的微信,1
你漂不漂亮呀,三国小说,0
小欧你认识小爱吗,小欧你究竟认识小爱吗,1
那你认为我长得漂亮吗那你真的就是认为我长得这么好看吗,那你觉得我长得好看吗,1
你是不是OPPO的手机,OPPO手机的音质怎么样,0
我快被你气的疯掉了,你怎么会这么气人呢,1
老爸的电话,给我老婆的电话,0
为OPPOReno,Reno是什么意思,0
你在哪里我怎么没看到你呀,你告诉我你在哪里我没看到你,1
我问问你妈好吗,你妈好吗,1
我告诉你个坏消息,告诉大家一个坏消息坏笑来,0
不要来烦我,不要打扰我,1
讲个搞笑的话,小布讲个笑话来听,1
吃粑粑吧你,你吃粑粑吧,1
我也是一垃圾,你是垃圾吗,0
我很伤心,为什么分手了我这么伤心,0
老公惹我生气啦,我老公生气了,1
a92s分辨率,A92s屏幕刷新率,0
我问你你觉得是你好看还是我老婆好看,我老婆漂亮还是你漂亮,1
唱儿歌唱儿歌,唱儿歌,1
体育彩票,体彩排列三开奖号码,0
我说你在做家务吗,你是不是在做家务可以被我知道吗,1
迪丽热巴的图片,迪丽热巴,0
我为什么要告诉你呢,为什么告诉你,1
那你猜一猜我的通讯录里面哪一个是我女朋友吗,你是不是有女朋友了,0
你能不能放个屁,你放个屁好吗,1
我问你喜欢看什幺小说,什么小说好看,0
说多都是,你说了很多,0
你吃饭没得,你吃过饭了吗,1
清理垃垃圾,清洁垃圾,1
Reno4 Pro的耳机接口,OReno4SE耳机接口,0
那你有本事说,你说你为啥这么有本事呢,0
你戴眼镜了吗,你好你戴眼镜了吗,1
今晚六合彩开什么,七星彩开奖结果,0
说什么听不懂,你说了什么我怎么就没有听懂呢,1
手机可以投屏吗,OPPO手机可以投屏吗？,0
你越来越年轻了,你很年轻,1
OPPO维修点在哪,OPPO售后维修点,0
你是在要挟我吗,你在威胁我吗,1
还会做什么,在做什么呢,0
我还睡不着,我依然睡不着觉,1
你生病了吗,你是不是生病了,1
一千克等于多少毫升,1200平方米等于多少公顷,0
那你可以休息了,去休息吧,1
我把你卖了行吗,我可不可以把你卖了,1
等一下行不行,等一下好不好,1
我们来玩一玩词语接龙,咱俩在这玩呢,0
这种时候我有一点点的过,当这种时候我就有点难过,1
请问你是干什么的,你到底是干什么的,1
你反应还真快,你反应咋这么慢呢,0
便是晴天,"你若安好,便是晴天",0
我要打给你吗,我打给你用不,1
修水县今天的天气怎么样,今天的天气很好哦,0
小影也是么?,他也是么,0
我要吃东西,你吃东西不,0
今年我三十出头,三十我可是今年才过去的,1
离七点半还有多长时间,多长时间,0
爱就不出来了,我说不出来,0
你能干的要命,你儿子能干的要命,0
讲个灵异故事,播放德云社相声,0
请问你是干什么的,请问你是做什么的,1
爸爸的爸爸叫,妈妈的妈妈叫什么,0
你能不能理解呢,你理解吗,1
怎么移动屏幕上的歌词,oppo watch屏幕花屏怎么办,0
在睡觉你,你怎么还不睡觉,0
在支付宝查看账单,不小布打开支付宝,0
一角等于多少分,一港元等于多少人民币,0
十块钱还能买啥,一转十块钱,0
你真的太棒了,你太棒了,1
帮我计时四十分钟,38分钟后叫我,0
听一首美丽的歌,你听过最美的期待这首歌吗,0
厕所她的老师上不上啊,厕所你上不上啊,0
小布播放新闻,今天的早间新闻,0
那你聊啊,那你真的能聊啊,1
还有多少电量,电量还有多少,1
打开微信进入朋友圈,你的微信是什么,0
欢迎来聊,欢迎你来和我聊,1
屏幕闪烁怎么回事？,屏幕跳动怎么回事,0
你的优点是什么,你有什么长处,1
上班迟到了会被开除吗,上班迟到了,0
那你赶紧加油啊,那你快点加油,1
我是一个男生怎么样才能让自己的脸瘦下来,吃什么能让自己的脸瘦下来啊！,0
讲一个鬼故事鬼鬼故事,讲一个鬼故事,1
小布明天八点钟叫我起床,定一个下午十五点的闹钟,0
你是什么鬼,你是个什么魑魅魍魉,1
快点吧你没时间了,快点吧你,1
我超级想看一会的电视节目呢,我老师超级想看一会的电视节目呢,0
find x pro,airdrop,0
让你变成我的朋友吧,做我的朋友吧,1
我爸爸试试,你的爸爸,0
你可以的,他说了你都可以,0
你是个大坏蛋,你就是个大坏蛋,1
现在你有什么功能,功能都有,0
帮我阅读新短信,信息在哪,0
没有保价的快递物品损坏快递运费怎么退,手机坏过了保修期怎么办,0
没什么衣服我可以穿了,我没衣服穿了,1
定时开关功能在哪里,在哪个功能关闭定位,0
不想活了啊,不想活了,1
不理你了再见,不想理会你再见,1
我好伤心好难过,唉好伤心啊,1
a72n上市时间,A7x的上市时间,0
爸爸我在呢,我爸爸在哪里,0
就是你的妻,你是我媳妇儿,0
王者荣耀里什么英雄最厉害,王者荣耀什么英雄,0
请问你知道我是谁吗,你觉得我是谁,1
我已经问他说过有可能就是因为你是谁的反应应该不是,不是已经说了吗,0
梦到了喜欢的人,我梦见了过世亲人,0
未来半个月有雨吗,未来一个月都会下雨,0
你在干嘛你不无聊吗,你在干什么你会不会无聊,1
我要把你给换掉,我确实该把你换掉,1
手机oppo密码忘记,oppo密码忘记了,1
你这个家伙在什么地方,你这个家伙你去哪里,1
没生气啊,我把你水杯摔了你不生气啊,0
发现你讲的真好,你讲的真好,1
我觉得你是个老人,你觉得我是个老人,0
请你说话好吗,你能说句话吗,1
怎样挽回她,怎样才能把他的心挽回,0
怀孕能吃芫荽吗,孕妇可以吃山楂吗,0
现在很无聊,怎么办我现在那么无聊,1
你今天真可爱,今天你可爱死了,1
OPPOr15处理器,OPPOR15处理器的型号是什么,0
难道没有人问你是什么东西吗,有人问你是什么东西没,1
给我开小差的呢,你开什么小差呢,0
我说你的名字不好听,感觉你的名字不好听真的,1
这个衣服不性感,天气不好多穿衣服啊,0
定时一个小时,倒计时七分钟,0
这个电话号码是我的,电话号码,0
我要娶你做老婆,我想和他一起白头偕老,0
嘿小布打开拼多多,买空调时,0
小爱你认识吗,你知道谁是小爱吗,1
山雨欲来风满楼的下一句是什么,下一句是什么,0
那我再看看,我看看你,0
你不如siri好玩,你不如siri,0
你作业做完了吗,作业全写完了是吗,1
现在我唱,现在可以唱了吧,0
你能连接小度吗,你们的妈妈能连接小度吗,0
月亮夜景怎么拍,怎么拍月亮,1
零九年有多少天,还有多少天,0
那么那么冷冻死了,今天怎么那么冷,1
我的身高一百七十二cm,姐姐身高有170cm,0
新版本玩游戏怎么退出？,为什么打开相机完成@时长单位无法运动我退出推出,0
后面那个,后面还有后面那个,1
怎么找回旧的账号,怎么回到原来账号？,1
我要听一个冷笑话,小布你讲个笑话呗,0
手机用5g流量上网卡,5g手机使用4g网络的网速,0
你怎么什么都不会呀,你啥也不明白啊,1
我没跟你说话,我并没有同你讲话,1
唱首歌吧,半阳唱的一曲相思,0
莞式服务感官王国公司俺哥哥横槊赋诗玩和我哥海外购和童话王国和哥哥会籍顾问刚给我合格后五个红薯粉味回个话三个和我哥喝个哥哥我非叫我,合金弹头这个游戏的客服在那里,0
我们一起睡觉,我们一起去睡觉吧,1
说点好听的话,好听的话会说的吧,1
我问一下,你问他好一点,0
你有没有好朋友,你有几个好伙伴呀,1
怎么获得,怎么才能获得,1
新疆炒米粉好吃吗,新疆炒米粉太好吃了,0
请在两千年后提醒我吃饭,明天五点提醒我,0
我是什么样的人,和我说说我是什么样的人,1
我爱他，轰轰烈烈最疯狂,他爱我，轰轰烈烈最疯狂,0
你别骗我啊,你不要诳骗我,1
find x屏幕疏油层,Fⅰdx的屏幕套装,0
西瓜怎么挑,想吃西瓜,0
是取笑你啊,我说的是你啊,0
跟我说说你今天的心情如何啊,今天你的心情怎么样,1
有什么好的放给我听一下,你给我放个音乐吧,0
还没有找到,没有找到相关是什么,0
呵呵你是不是听不懂啊,你为什么听不懂呢,0
我想你了我想你了,你被我想念了我想你了,1
明天天气怎么样了,你那的天气怎么样,0
把你OPPOReno,OPPOReno时,0
我玩过的游戏都有什么？,为什么我的游戏点卷没有送来,0
enco w31恢复出厂设置,OPPO Enco W31如何恢复出厂设置,1
我坏不坏,你最了解我了,0
我一直用的一加手机想换个r17pro你觉得怎么样,R17和机型哪个更好,0
今天的天气很好哦,今天周未天气怎么样,0
我厉害对不,我厉不厉害,1
那你吃吧,你给我吃吧,0
我要送你九十九朵玫瑰花,我会送你九十九朵玫瑰花,1
王者荣耀黑屏,和平精英和王者荣耀,0
你是谁我不了解,不知道你是谁,1
我好想你,我也好想你,1
小米手机好不好,OPPO手机好还是ViVO手机好,0
明天我要签到,取消晚上十点提醒我敷面膜,0
烧烤是不是很好吃,昆明有什么好吃的,0
软件太多费流量怎么办？,内存太多怎么办？,0
王一博现在多少岁,王一博今年多少岁了,1
岳阳今天天气怎么样,今天的天气很好哦,0
那你给我十块钱,发一百块钱给我,0
现在最好的手机是什么,性价比最高的手机是什么手机,0
你看我说说,你看我说的,0
ace2的仙姑,ace2毫安,0
两张电信卡可以同时用吗,两张卡都用4g可以吗,0
沿途景点,坐火车可以欣赏沿途的风景,0
播放世界那么大还是遇见你,我想听适合妹子听的小说,0
给我讲个笑话,小布讲个笑话给我听,1
我反手就是一巴掌你要啊,我反手就是一巴掌你要吗,1
大学大学,你上过大学吗,0
那肯定的你以为我是你啊你那欣赏水平差远了,你的水平真的是太渣了,0
达州今天天气如何,今天的天气很好哦,0
今天的天气很好哦,今天三明天气如何,0
苹果用英语怎么读,我十一岁的英文,0
我胖的不行了,我有双下巴了,1
是啊你怎么知道,你怎么你是残疾的吗,0
手机底下的三个按键哪去了？,为什么手机下面三个键不灵,0
长得最好看的那一个是不是我,长得最好看的那一个是不是弟,0
我想对你表白,我一直都想对你说,0
读取信息,没回我信息,0
播放热门新闻,播报娱乐新闻,0
谢谢老师,好的谢谢老师,1
问你在干什么,你要做什么,0
本机内屏破了维修价格？,reno ace升级到coloros 7版本进入工程模式检测小板时提示“a板匹配失败 fail”,0
报告一下今天的天气,今天的天气很好哦,0
感冒了应该吃什么药,为什么香蕉不能放冰箱保鲜,0
你知道我最喜欢什么颜色吗,你应该不知道他最喜欢的颜色吧,0
我的东西你可以借吧,你的东西我可以借吧,0
的小不小的,小影很小吗,0
我是火锅你说火锅底料,但是你吃火锅底料,0
我不想让你亲,你别亲我,1
你别骗我啊,你别骗我哦,1
我想拨打电话,你的电话是多少,0
王叫什么名字,嗯我叫什么名字呢,0
我要听火苗,你觉得我要你好不好听,0
OPPOr15屏幕总成,OPPOR15屏幕总成多少钱,0
想你的意思,你的意思是,0
到除夕还有多少天,今年春节是几月几号,0
给我放出来,你怎么才能出来,0
我的女人,女人都一男生看,0
今天是你的男朋友生日对吗,今天是你生日对吗,0
屏幕点击动作怎么关掉,屏幕点不了怎么办,0
我有点怀疑你那你是不是我女朋友对吗,你不是我女朋友吗,1
你能连续对话吗,你能跟我对话吗,1
小步小步你在哪,你在什么位置呢小步小步,1
王者荣耀有哪些英雄,王者荣耀哪个英雄最强啊,0
爱你你觉得王源帅吗,我爱华晨宇你呢,0
立马就出来了,出来出来,0
我需要买一个oppoa,我不需要,0
寄修服务多久能处理好？,客户服务中心检测维修多久推出结果,0
小雨多长时间,多长时间,0
叫你自愿起床,叫你什么好,0
a37的屏幕,A73T屏幕价格,0
二十平方千米等于多少公顷,一千米等于多少公斤,0
你怎么套路人呢,你怎么可以套路人呢,1
我想把你卖了,你怎么卖,0
OPPO手机怎么互传应用,OPPO手机怎么互传,0
这个手机的手机号是多少,你是在手机里的吗,0
没有人呀,是不是没有,0
我的衣服好不好看,她们弟的衣服好不好看,0
那么一块钱就像是大码九毛钱,五毛钱的,0
老公的名字是谁,老公是谁,1
我这oppo是什么类型的,我手机是什么类型的,0
我们还不睡觉是为什么呢,为什么还不睡觉,1
我们今天的作业是写作文,就写作文,0
你可以叫我名字吗,你叫我的名字可不可以,1
你连这个也行？,你太令人惊喜了,0
我要唱沙漠骆驼,你听过沙漠骆驼这首歌吗,0
半小时以后叫我,倒计时半个小时,1
w31蓝牙协议,w31支持的蓝牙协议,1
能不能现在安慰我们舅舅一下,能不能现在安慰我一下,0
能吗能给我,能吗可以给我,1
你自己把手机充电吧,你自己充电吧,1
找个老公,打开快手找我老婆,0
reno2 z售后bom,OPPOreno2和OPPOreno2z可以用一款手机壳吗？,0
大乐透的开奖号码,3D开奖结果,0
把你的声音改成女生,你的声音会改用女生的声音,0
打开听声音大象的声音,我要打开听声音,0
怀孕能吃生蚝吗,怀孕能吃南乳吗,0
都在一起,我们在一起了,0
怎么把录好的声音放到文件？,怎么我的手机录音出现声音小、失真有杂音啊,0
觉得没有意思了我现在不开心了,我现在不开心了,1
提醒我明天早上六点半起床,帮我设置一个明天早上五点的闹钟,0
我喜欢你你喜欢我吗,我只喜欢你一个知道了吗,0
怎么让相册壁纸和桌面一起滚动,听说oppo可以单独区分锁屏和桌面的壁纸，是怎么样的操作呢,0
那是我即兴发挥的,我们发挥了,0
樱桃吃多了会怎样,晚餐为什么要多吃蔬菜,0
这首小兔子乖乖,你是我的小乖乖,0
真不让人放心啊,我不放心,1
你平时在忙什么,你平常都干嘛呀,1
小布把个人热点打开,小布打开个人热点,1
这个明天八点的闹钟,把明天早上八点的闹钟改为八点四十五分,0
耽误的妈妈,你的妈妈呢,0
浏览器历史记录的清理方法,R3浏览器历史记录清理,0
我刚才听了一首歌,听一首嘛,0
宝宝宝宝,哦男宝宝啊,0
猜猜我叫什么,什么叫什么呢你,0
长时间未收到帐号申诉结果的解决方法,我申诉了怎么没有给我发消息,0
换一首歌这个不好听,怎么不听,0
你怎么不吃饭啊,你不吃饭要干什么,1
对你的称呼可以是阿布吗,可以叫你阿布吗,1
王者荣耀里最厉害的是什么,王者荣耀的英雄是什么,0
我想你们,女羊我们想你,0
那还挺不错的呢,那还不错,1
别废话了,你什么时候能不说话,0
你的名字怎么念,你的名字念什么,1
今天的天气很好哦,今天天气布布怎样,0
开腾讯视地图,开地图,0
这两年小伙可好,小伙小伙,0
你qq多少,QQ多少,0
别惹我生气,别惹我我生气我自己都打,1
我给你唱首歌好吗,不过你唱首歌,0
你真的是全世界最好看的一个男人,你是世界上最帅的男人,1
我还睡不着,我怎么还不睡觉,1
你可以走了,okokok你可以走了,1
reno4pro耳机,reno4pro,0
OPPO换屏多少钱,OPPOr9s换屏多少钱,0
请你帮我,你也帮我记个事儿,0
你姓甚名谁,你叫什么名字,1
你猜我喜欢什么歌,你猜什么歌我会喜欢,1
嗯打开百度地图,你好打开导航,0
语音助手在哪个里面？,不按开关键，如何换出语音助手？,0
我以前把应用使用时间那个删了,为什么我的除了指纹能用，返回和另一个键都不能用了，重启也不能用,0
到底是什么,你觉得这到底是什么,1
你害不害臊,你害不害羞,1
吃鸡你会吗,你会吃鸡吗,1
打开应用,打开app,1
我将一直把你放在心上,我会永远爱你的,1
是男还是女,你是男还是女,1
我的语气看起来好像在生你的气,上海有什么好玩的抱歉我还是没理解请别生我的气,0
明天我就要读书yydgdi,明天我就要上学了,0
怎么锻炼自己的能力呢,什么数加上傻逼在吗,0
那么快干嘛,你那么快干什么呀,1
那做什么呢,怎么做才可以,0
谁叫你不吱声,为啥喊你不吱声呢,1
我国公共卫生咨询热线电话是,二国电话,0
你反应还真快,下次我叫你的时候你能不能反应快一点,0
手机是做什么的?,手机开不开机是因为什么,0
我要A57系列产品,我想在我的网店卖oppo手机，有什么要求,0
显示无sim卡,无法显示sim卡,1
我答应你,我确定我答应你了,1
今天西宁这边的天气怎么样,今天天气不错,0
你需要摄入热量吗,你好我需要你帮我排一家吃牛肉的五星级餐厅,0
你要记着我有两百岁,你的好我记着了,0
问问不行吗,不行啊打不开,0
播放九八k,播放一下呀,0
春节假期好短,二零二零年的春节怎么放假,0
对你叫什么名字,对你们同学叫什么名字,0
我肯定不会告诉你的,就是不告诉你,1
我找不到妈妈了,我和妈妈走散了我找不到她了,1
你好大众,世界上什么车最贵,0
我现在心里面很不舒服,我心情不好,1
给我讲故事小猪佩奇,我想听脱口秀,0
你在什么职场工作,你做什么工作的,1
能报菜名吗你,你会报菜名吗,1
你的声音一点都不好听,你们的叔叔的声音一点都不好听,0
那个女孩子不是你吗,你不是女孩子吗,0
小欧你到底冷不冷呢,小欧你冷不冷,1
你睡了没有,你在睡觉吗,1
想不再见吧,不说了再见拜拜,0
你能说别的什么话,你会说什么话,1
猜猜我叫什么,我叫李大爷,0
我死了你怎么办,我想死怎么办,0
教你唱歌,教你唱个歌吧,1
你的孩子的,你有没有孩子呢,0
不说无关的话题,不行就这个话题,0
你在北京吗,你会说北京话吗,0
吃不吃鸡排,你想不想吃鸡排,1
findx2支持NFC,Find X手机是否支持NFC,0
有人给我唱首歌吗,你给我唱一首歌呗,0
那你还活着干什么,你还活着吗,0
你的名字叫小波,你是不是叫小波啊,1
阿姨你要吃雪糕吗,阿姨你要不要吃雪糕呀,1
你是啥星座的呀,4月14号的是什么星座,0
最近几日,嘿现在几点了,0
知道黄明昊吗,你知道黄明昊吗,1
设定每天晚上十一点睡觉,每天睡觉睡到12点才起床,0
想不想和我聊会儿天儿,你陪我聊会儿天儿好吗,0
社会大哥语录,知识就是力量,0
怎样修改那个来电视频？,如何更改充电提示音？,0
她儿子喜欢cv吗,你喜欢cv吗,0
无聊没事干了怎么办,无聊怎么办,1
天官赐福小说,你漂不漂亮呀,0
跳个舞给我看,给我跳个舞,1
我早就听见了你的声音,我听见了你的声音,1
为什么玩游戏时候频繁闪退,为什么打游戏的时候抽东西会闪退呢？,1
珍惜时间的名言警句,关于母爱的名人名言,0
青海售后服务中心,中国地名服务客户服务中心,0
我不知道你在哪里,不晓得你在哪里,1
等我回去,一定要等我回去昂,1
我说没钱,他一定听到我说没钱了,1
跟我聊聊天不好吗,不陪我聊聊天,1
十八乘以二等于多少,一点二五乘四,0
明天你好,你明天走一天,0
记得想我,不能不想我哦,1
我是你姐姐,你是我妹妹,1
那我不换手机了,不我要换手机了,0
oppor11s更新,oppor11s,0
你是粉红色的吗,你是什么颜色的,0
快给我唱歌,切换下首歌,0
睡觉去了啊,我要睡觉的,1
小布你是不是万能的,你到了没有,0
早上七点钟叫醒我,九点三十闹钟,0
你生病了吗,你是在生病还是没有生病啊,1
究竟搞什么搞,搞什么呀,1
将是大傻子,傻子还就是傻子,1
就这样子吧,不过这样子,0
你会想爸爸吗,令人想爸爸了,0
小女花不弃怎么样,小女花不弃,0
你还是打字吧我听不清你在说什么,你打字吧没听明白你在讲什么,1
我这个事情你可以回答我吗,你可以回答我吗,1
隐藏微信,你有没有微信,0
给我放一首DJ歌曲,你会唱什么歌,0
红茶有什么功效,现在你有什么功能,0
手机膜有什么用,手机使用金属手机套手机有什么作用,0
想我干嘛,你知道我现在想干嘛吗,0
易烊千玺的演技,易烊千玺的新歌,0
给我放个碧,给我放一个,0
请你帮我打开软件商店,请你帮我,0
打开导航软件,小布我现在在什么位置,0
你咋啥也不会呢,为什么你什么都不会呢,1
打开QQ群,打开QQ发送,0
可不可以跟我上床啊你,你能跟我上床吗,1
聊一聊沙漠骆驼,我的骆驼,0
说一句话吧,用最说一句话,0
你是哪个人工智能,你是什么人工智能,1
你不会啥呀,你不会伤心吗,0
我喜欢烊千玺,我喜欢易烊千玺,1
我叫你你没听见吗,怎么喊你不听,1
我喜欢他他不喜欢我,我喜欢一个人但他不喜欢我,1
是不是我问你个夺你的财,我有话问你,0
普通话我说的不是吗,我说的不是普通话吗,1
这世界上谁最帅,你觉得这世界上谁最帅,1
我需要你安慰,你哄哄我,1
我儿子的爸爸帅不帅,从去年开始就有人问我,0
给小凤发微信,微信给老妈打电话,0
不会让你这么生气,"不会了,生气",0
我现在很矛盾,我现在就,0
找回我oppopay支付密码,你能告诉我的支付密码。,0
明天早晨6点40喊我起床,你早上起床了吗,0
能不能说一下你喜欢喝什么啊,你爱喝什么,1
拜托救救我好吗,快救救我,1
爱一个人是什么感觉,什么是社会主义民族关系的保障,0
把你和siri放在一起比较谁更漂亮,你觉得你和siri谁更漂亮,1
我能直接叫你吗,我可以直接叫你吗,1
人工客服的上班时间,人工客服几点上班,1
阅读横屏的操作方法,书城全屏阅读的操作方法,0
买R17pro好还是买一加手机好,R17和机型哪个更好,0
老手机维修需要收费吗,维修手机需要手工费,0
Reno是什么意思,Reno是二零一九,0
黄圣依的老公是干什么的,嫁个老公过日子中的男主角是谁,0
我要为你打call,call我,0
我一个人了,单身狗是我了,1
你是出家人,你是僧人,1
耳机一个不响,单个耳机无声,0
二除以五,七点五乘二,0
我很伤心,我好难受好伤心,0
我就想跟你玩嘛我喜欢你,我好想你哦,0
你今年多少岁,你今年多大,1
手机是否支持otg功能,R3是否支持OTG功能,0
我走了多少步,我想跑步,0
reno4pro白色后盖材质,Reno3 Pro的中框和后盖材质,0
咸阳今天什么天气,今天的天气很好哦,0
要不要做我女朋友,为什么不说话啊,0
手机软件莫名其妙的没有了怎么回事,手机莫名其妙的欠费怎么办？,0
放个屁给我,开音乐放个屁,0
我正在生你的气,我刚才正在生你的气,1
那你觉得世上有美人鱼吗,世上真的有神仙吗,0
你会说什么话,你会吃什么,0
要不你猜猜我要说什么,你猜我要说什么,1
失望的意思,分手是什么意思,0
设置自动关机,OPPOR15可以设置自动开关机吗,0
太好了我可以去休息啦,可以休息了,1
请问我可以帮你改名字吗,我可以帮你改名字吗,1
把这首歌给我,再给我来一首歌,0
我就呼死你,你再说我呼死你,0
Breeno语音如何升级版本,Breeno 语音如何升级版本,1
恭喜你答对了,你怎么又答对了恭喜恭喜啊,1
计时十八分钟,计时八分钟,0
我的声音好听哇,但是你的声音好听啊,0
父亲看电影不可以,你看哪些电影,0
手机有屏碎保,我的手机拥有碎屏保吗,0
能不能可怜可怜我呢,可怜我吧,1
我不是很开心,我不乐意了,0
买k1好还是买一加手机好,R11和机型哪个更好,0
小费今天的天气怎么样,今天的天气很好哦,0
我不应该在这里,我不在这里,1
我要换掉你,我特别想换掉你,1
我妈说不让我跟傻子玩,不让我跟傻子玩耍的是我妈,1
谁是王俊凯老婆,王俊凯去哪,0
要不要洗澡,你是要洗澡还是不要洗澡呢,1
总部总部在哪,R17的生产地在哪里,0
你觉得我长的很普通,你觉得我长得丑不丑,0
我在想你啊,我也想你啊,0
手机账号登录不了,oppo游戏账号别的手机不能登录吗,0
我的信息,删除的信息怎么恢复,0
那就继续加油吧,反正我觉得你就要好好就用呢,0
我的老婆在哪儿呢,你的男朋友在哪儿呢,0
老公我很爱你,老公你好,0
一点四除以零点七,R11除以七,0
FindX2系列的呼吸灯介绍,Find 9的呼吸灯介绍,0
我每天都喝啤酒,喝啤酒后,0
那你能干,小布怎么用八个字形容爱情,0
那你唱歌吧,那你先说吧,0
你还要我怎样要怎样,你还想让我怎么弄这个事,1
我家是哪里的,我家搁哪的,1
怎么这么聪明啊,你怎么这么聪明呀什么都知道,0
这个报道,新闻早间播报,0
你会丢下我吗,你不会真的要丢下我吧,0
OPPO有哪些机型,OPPO什么牌子手机,0
你再这样我就要爆发了,你再这样我就生气了,1
更新系统后每天都卡顿,升级系统后卡顿,1
搞笑去泥浆用英语怎么说,你长得真帅用英文怎么说,0
七分钟之后提醒我,一分钟计时开始,0
我要王俊凯,想要王俊凯,1
来唱首歌,播放一首安娜的橱窗,0
为什么打不开Breeno,为什么breeno空间提示下线,0
你知道QQ吗,你有qq吗,0
a5达到商店更换屏幕多少钱,A5换个外屏多少钱？,0
那你认识我吗,你真的知道我妈,1
我喜欢笑,我不喜欢你对他笑,0
地球上最美的人就是你了,你是世界上最好看的人,1
手机烫有什么办法吗,手机提示发热怎么办,0
你读几年级了,今年你几年级了,1
问你一下,我问你媳妇,0
那是几点,现在北京时间是多少,0
打电话给老妈,你想你妈妈吗,0
是你不够好,你再找十个月你也够不着人家,0
这次没有考满分不高兴,没有不高兴了怎么办,0
我刚才不是告诉你了吗,刚刚那一秒告诉你的下一秒你又忘记,1
这是什么动物,这是什么,0
我想和你接吻,我可以和你亲一下吗,1
省了不少事,的确是省了不少事,1
摩西摩西是我的工作,你的工作是啥,0
我这是oppo什么型号的手机,我的手机是OPPO什么型号,1
我一叫它就出来了,它听见我叫就跑过来了,1
手机刷机后卡顿,手机刷机卡顿,1
怎么取消锁屏广告,怎么取消锁屏,0
我要不要去找他,我应不应该去找他,1
继续播放新闻,最近的新闻,0
给飞飞打微信语音电话,我微信里有多少钱,0
你傻逼吧你傻逼吧,你傻逼吧,1
帮我设置一个今天下午十二点的闹钟,你帮我设个闹钟吧,0
龙哥把我的心,那怎么知道我的心,0
打电话给顺丰快递,开门顺丰快递,0
帮我取消吧,取消订单,0
reno4pro卡槽,reno4 pro天线,0
手机不能发短信,发送短信联系人手机显示,0
通话记录打开,打开通话记录,1
五十秒倒计时,三个小时之后叫我,0
pbbm30,PBCM30,0
你能不能告诉我你为什么老是开小差,你怎么总是开小差,1
你真名叫什么,你叫什么名,1
我忘记密码了你记得吗,和德帐号密码遗失或忘记了，如何申请找回？,0
Reno3元气版充电,Reno3 元气版的充电类型介绍,0
你露脸可以吗,你露个脸可以吗,1
给宝贝唱首歌,给哥唱首歌,0
小瑞怎么跑没了呀,小瑞小瑞你在哪里,0
是不是在思念我,是不是在思念她的叔叔,0
十分米等于几厘米,一公顷等于几平方千米,0
烧开的水可不可以直接喝,洗脚水烧开能喝吗,0
问你在干什么,你要干什么,0
阅读签到奖励指,阅读签到奖励介绍,0
怀孕能吃药芹吗,吃鸡小功能,0
你有地图吗,你到底有没有地图,1
怎么看这件事啊我的女朋友,怎么看这件事啊你们,0
那你还不快夸我几句啊,夸我两句,1
说一个笑话,你是个笑话,0
以后你叫小爱,从今以后你就叫小爱,1
我反正不急,我不着急,1
有游戏吗,你喜欢打游戏吗,0
你还好吗小姐姐,你好小姐姐,1
射手座跟金牛座配吗,射手座和水瓶座配吗,0
有个问题咨询一下,个别小问题询问,0
小小放一首沙漠骆驼,你听过沙漠骆驼这首歌吗,0
王者荣耀安琪拉,李易峰帅不帅,0
